base_stat,effort,stat_name,stat_url,id,name
85,0,speed,https://pokeapi.co/api/v2/stat/6/,203,girafarig
50,0,hp,https://pokeapi.co/api/v2/stat/1/,204,pineco
65,0,attack,https://pokeapi.co/api/v2/stat/2/,204,pineco
90,1,defense,https://pokeapi.co/api/v2/stat/3/,204,pineco
35,0,special-attack,https://pokeapi.co/api/v2/stat/4/,204,pineco
35,0,special-defense,https://pokeapi.co/api/v2/stat/5/,204,pineco
15,0,speed,https://pokeapi.co/api/v2/stat/6/,204,pineco
100,1,hp,https://pokeapi.co/api/v2/stat/1/,206,dunsparce
70,0,attack,https://pokeapi.co/api/v2/stat/2/,206,dunsparce
70,0,defense,https://pokeapi.co/api/v2/stat/3/,206,dunsparce
65,0,special-attack,https://pokeapi.co/api/v2/stat/4/,206,dunsparce
65,0,special-defense,https://pokeapi.co/api/v2/stat/5/,206,dunsparce
45,0,speed,https://pokeapi.co/api/v2/stat/6/,206,dunsparce
65,0,hp,https://pokeapi.co/api/v2/stat/1/,207,gligar
75,0,attack,https://pokeapi.co/api/v2/stat/2/,207,gligar
105,1,defense,https://pokeapi.co/api/v2/stat/3/,207,gligar
35,0,special-attack,https://pokeapi.co/api/v2/stat/4/,207,gligar
65,0,special-defense,https://pokeapi.co/api/v2/stat/5/,207,gligar
85,0,speed,https://pokeapi.co/api/v2/stat/6/,207,gligar
60,0,hp,https://pokeapi.co/api/v2/stat/1/,209,snubbull
80,1,attack,https://pokeapi.co/api/v2/stat/2/,209,snubbull
50,0,defense,https://pokeapi.co/api/v2/stat/3/,209,snubbull
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,209,snubbull
40,0,special-defense,https://pokeapi.co/api/v2/stat/5/,209,snubbull
30,0,speed,https://pokeapi.co/api/v2/stat/6/,209,snubbull
65,0,hp,https://pokeapi.co/api/v2/stat/1/,211,qwilfish
95,1,attack,https://pokeapi.co/api/v2/stat/2/,211,qwilfish
85,0,defense,https://pokeapi.co/api/v2/stat/3/,211,qwilfish
55,0,special-attack,https://pokeapi.co/api/v2/stat/4/,211,qwilfish
55,0,special-defense,https://pokeapi.co/api/v2/stat/5/,211,qwilfish
85,0,speed,https://pokeapi.co/api/v2/stat/6/,211,qwilfish
65,0,hp,https://pokeapi.co/api/v2/stat/1/,10234,qwilfish-hisui
95,1,attack,https://pokeapi.co/api/v2/stat/2/,10234,qwilfish-hisui
85,0,defense,https://pokeapi.co/api/v2/stat/3/,10234,qwilfish-hisui
55,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10234,qwilfish-hisui
55,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10234,qwilfish-hisui
85,0,speed,https://pokeapi.co/api/v2/stat/6/,10234,qwilfish-hisui
20,0,hp,https://pokeapi.co/api/v2/stat/1/,213,shuckle
10,0,attack,https://pokeapi.co/api/v2/stat/2/,213,shuckle
230,1,defense,https://pokeapi.co/api/v2/stat/3/,213,shuckle
10,0,special-attack,https://pokeapi.co/api/v2/stat/4/,213,shuckle
230,1,special-defense,https://pokeapi.co/api/v2/stat/5/,213,shuckle
5,0,speed,https://pokeapi.co/api/v2/stat/6/,213,shuckle
80,0,hp,https://pokeapi.co/api/v2/stat/1/,214,heracross
125,2,attack,https://pokeapi.co/api/v2/stat/2/,214,heracross
75,0,defense,https://pokeapi.co/api/v2/stat/3/,214,heracross
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,214,heracross
95,0,special-defense,https://pokeapi.co/api/v2/stat/5/,214,heracross
85,0,speed,https://pokeapi.co/api/v2/stat/6/,214,heracross
80,0,hp,https://pokeapi.co/api/v2/stat/1/,10047,heracross-mega
185,2,attack,https://pokeapi.co/api/v2/stat/2/,10047,heracross-mega
115,0,defense,https://pokeapi.co/api/v2/stat/3/,10047,heracross-mega
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10047,heracross-mega
105,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10047,heracross-mega
75,0,speed,https://pokeapi.co/api/v2/stat/6/,10047,heracross-mega
55,0,hp,https://pokeapi.co/api/v2/stat/1/,215,sneasel
95,0,attack,https://pokeapi.co/api/v2/stat/2/,215,sneasel
55,0,defense,https://pokeapi.co/api/v2/stat/3/,215,sneasel
35,0,special-attack,https://pokeapi.co/api/v2/stat/4/,215,sneasel
75,0,special-defense,https://pokeapi.co/api/v2/stat/5/,215,sneasel
115,1,speed,https://pokeapi.co/api/v2/stat/6/,215,sneasel
55,0,hp,https://pokeapi.co/api/v2/stat/1/,10235,sneasel-hisui
95,0,attack,https://pokeapi.co/api/v2/stat/2/,10235,sneasel-hisui
55,0,defense,https://pokeapi.co/api/v2/stat/3/,10235,sneasel-hisui
35,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10235,sneasel-hisui
75,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10235,sneasel-hisui
115,1,speed,https://pokeapi.co/api/v2/stat/6/,10235,sneasel-hisui
60,0,hp,https://pokeapi.co/api/v2/stat/1/,216,teddiursa
80,1,attack,https://pokeapi.co/api/v2/stat/2/,216,teddiursa
50,0,defense,https://pokeapi.co/api/v2/stat/3/,216,teddiursa
50,0,special-attack,https://pokeapi.co/api/v2/stat/4/,216,teddiursa
50,0,special-defense,https://pokeapi.co/api/v2/stat/5/,216,teddiursa
40,0,speed,https://pokeapi.co/api/v2/stat/6/,216,teddiursa
40,0,hp,https://pokeapi.co/api/v2/stat/1/,218,slugma
40,0,attack,https://pokeapi.co/api/v2/stat/2/,218,slugma
40,0,defense,https://pokeapi.co/api/v2/stat/3/,218,slugma
70,1,special-attack,https://pokeapi.co/api/v2/stat/4/,218,slugma
40,0,special-defense,https://pokeapi.co/api/v2/stat/5/,218,slugma
20,0,speed,https://pokeapi.co/api/v2/stat/6/,218,slugma
50,0,hp,https://pokeapi.co/api/v2/stat/1/,220,swinub
50,1,attack,https://pokeapi.co/api/v2/stat/2/,220,swinub
40,0,defense,https://pokeapi.co/api/v2/stat/3/,220,swinub
30,0,special-attack,https://pokeapi.co/api/v2/stat/4/,220,swinub
30,0,special-defense,https://pokeapi.co/api/v2/stat/5/,220,swinub
50,0,speed,https://pokeapi.co/api/v2/stat/6/,220,swinub
65,0,hp,https://pokeapi.co/api/v2/stat/1/,222,corsola
55,0,attack,https://pokeapi.co/api/v2/stat/2/,222,corsola
95,1,defense,https://pokeapi.co/api/v2/stat/3/,222,corsola
65,0,special-attack,https://pokeapi.co/api/v2/stat/4/,222,corsola
95,1,special-defense,https://pokeapi.co/api/v2/stat/5/,222,corsola
35,0,speed,https://pokeapi.co/api/v2/stat/6/,222,corsola
60,0,hp,https://pokeapi.co/api/v2/stat/1/,10173,corsola-galar
55,0,attack,https://pokeapi.co/api/v2/stat/2/,10173,corsola-galar
100,0,defense,https://pokeapi.co/api/v2/stat/3/,10173,corsola-galar
65,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10173,corsola-galar
100,1,special-defense,https://pokeapi.co/api/v2/stat/5/,10173,corsola-galar
30,0,speed,https://pokeapi.co/api/v2/stat/6/,10173,corsola-galar
35,0,hp,https://pokeapi.co/api/v2/stat/1/,223,remoraid
65,0,attack,https://pokeapi.co/api/v2/stat/2/,223,remoraid
35,0,defense,https://pokeapi.co/api/v2/stat/3/,223,remoraid
65,1,special-attack,https://pokeapi.co/api/v2/stat/4/,223,remoraid
35,0,special-defense,https://pokeapi.co/api/v2/stat/5/,223,remoraid
65,0,speed,https://pokeapi.co/api/v2/stat/6/,223,remoraid
45,0,hp,https://pokeapi.co/api/v2/stat/1/,225,delibird
55,0,attack,https://pokeapi.co/api/v2/stat/2/,225,delibird
45,0,defense,https://pokeapi.co/api/v2/stat/3/,225,delibird
65,0,special-attack,https://pokeapi.co/api/v2/stat/4/,225,delibird
45,0,special-defense,https://pokeapi.co/api/v2/stat/5/,225,delibird
75,1,speed,https://pokeapi.co/api/v2/stat/6/,225,delibird
80,0,hp,https://pokeapi.co/api/v2/stat/1/,154,meganium
82,0,attack,https://pokeapi.co/api/v2/stat/2/,154,meganium
100,1,defense,https://pokeapi.co/api/v2/stat/3/,154,meganium
83,0,special-attack,https://pokeapi.co/api/v2/stat/4/,154,meganium
100,2,special-defense,https://pokeapi.co/api/v2/stat/5/,154,meganium
80,0,speed,https://pokeapi.co/api/v2/stat/6/,154,meganium
80,0,hp,https://pokeapi.co/api/v2/stat/1/,10282,meganium-mega
92,0,attack,https://pokeapi.co/api/v2/stat/2/,10282,meganium-mega
115,0,defense,https://pokeapi.co/api/v2/stat/3/,10282,meganium-mega
143,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10282,meganium-mega
115,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10282,meganium-mega
80,0,speed,https://pokeapi.co/api/v2/stat/6/,10282,meganium-mega
58,0,hp,https://pokeapi.co/api/v2/stat/1/,156,quilava
64,0,attack,https://pokeapi.co/api/v2/stat/2/,156,quilava
58,0,defense,https://pokeapi.co/api/v2/stat/3/,156,quilava
80,1,special-attack,https://pokeapi.co/api/v2/stat/4/,156,quilava
65,0,special-defense,https://pokeapi.co/api/v2/stat/5/,156,quilava
80,1,speed,https://pokeapi.co/api/v2/stat/6/,156,quilava
78,0,hp,https://pokeapi.co/api/v2/stat/1/,157,typhlosion
84,0,attack,https://pokeapi.co/api/v2/stat/2/,157,typhlosion
78,0,defense,https://pokeapi.co/api/v2/stat/3/,157,typhlosion
109,3,special-attack,https://pokeapi.co/api/v2/stat/4/,157,typhlosion
85,0,special-defense,https://pokeapi.co/api/v2/stat/5/,157,typhlosion
100,0,speed,https://pokeapi.co/api/v2/stat/6/,157,typhlosion
73,0,hp,https://pokeapi.co/api/v2/stat/1/,10233,typhlosion-hisui
84,0,attack,https://pokeapi.co/api/v2/stat/2/,10233,typhlosion-hisui
78,0,defense,https://pokeapi.co/api/v2/stat/3/,10233,typhlosion-hisui
119,3,special-attack,https://pokeapi.co/api/v2/stat/4/,10233,typhlosion-hisui
85,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10233,typhlosion-hisui
95,0,speed,https://pokeapi.co/api/v2/stat/6/,10233,typhlosion-hisui
65,0,hp,https://pokeapi.co/api/v2/stat/1/,159,croconaw
80,1,attack,https://pokeapi.co/api/v2/stat/2/,159,croconaw
80,1,defense,https://pokeapi.co/api/v2/stat/3/,159,croconaw
59,0,special-attack,https://pokeapi.co/api/v2/stat/4/,159,croconaw
63,0,special-defense,https://pokeapi.co/api/v2/stat/5/,159,croconaw
58,0,speed,https://pokeapi.co/api/v2/stat/6/,159,croconaw
85,0,hp,https://pokeapi.co/api/v2/stat/1/,160,feraligatr
105,2,attack,https://pokeapi.co/api/v2/stat/2/,160,feraligatr
100,1,defense,https://pokeapi.co/api/v2/stat/3/,160,feraligatr
79,0,special-attack,https://pokeapi.co/api/v2/stat/4/,160,feraligatr
83,0,special-defense,https://pokeapi.co/api/v2/stat/5/,160,feraligatr
78,0,speed,https://pokeapi.co/api/v2/stat/6/,160,feraligatr
85,0,hp,https://pokeapi.co/api/v2/stat/1/,10283,feraligatr-mega
160,0,attack,https://pokeapi.co/api/v2/stat/2/,10283,feraligatr-mega
125,0,defense,https://pokeapi.co/api/v2/stat/3/,10283,feraligatr-mega
89,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10283,feraligatr-mega
93,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10283,feraligatr-mega
78,0,speed,https://pokeapi.co/api/v2/stat/6/,10283,feraligatr-mega
85,0,hp,https://pokeapi.co/api/v2/stat/1/,162,furret
76,0,attack,https://pokeapi.co/api/v2/stat/2/,162,furret
64,0,defense,https://pokeapi.co/api/v2/stat/3/,162,furret
45,0,special-attack,https://pokeapi.co/api/v2/stat/4/,162,furret
55,0,special-defense,https://pokeapi.co/api/v2/stat/5/,162,furret
90,2,speed,https://pokeapi.co/api/v2/stat/6/,162,furret
100,2,hp,https://pokeapi.co/api/v2/stat/1/,164,noctowl
50,0,attack,https://pokeapi.co/api/v2/stat/2/,164,noctowl
50,0,defense,https://pokeapi.co/api/v2/stat/3/,164,noctowl
86,0,special-attack,https://pokeapi.co/api/v2/stat/4/,164,noctowl
96,0,special-defense,https://pokeapi.co/api/v2/stat/5/,164,noctowl
70,0,speed,https://pokeapi.co/api/v2/stat/6/,164,noctowl
55,0,hp,https://pokeapi.co/api/v2/stat/1/,166,ledian
35,0,attack,https://pokeapi.co/api/v2/stat/2/,166,ledian
50,0,defense,https://pokeapi.co/api/v2/stat/3/,166,ledian
55,0,special-attack,https://pokeapi.co/api/v2/stat/4/,166,ledian
110,2,special-defense,https://pokeapi.co/api/v2/stat/5/,166,ledian
85,0,speed,https://pokeapi.co/api/v2/stat/6/,166,ledian
70,0,hp,https://pokeapi.co/api/v2/stat/1/,168,ariados
90,2,attack,https://pokeapi.co/api/v2/stat/2/,168,ariados
70,0,defense,https://pokeapi.co/api/v2/stat/3/,168,ariados
60,0,special-attack,https://pokeapi.co/api/v2/stat/4/,168,ariados
70,0,special-defense,https://pokeapi.co/api/v2/stat/5/,168,ariados
40,0,speed,https://pokeapi.co/api/v2/stat/6/,168,ariados
125,2,hp,https://pokeapi.co/api/v2/stat/1/,171,lanturn
58,0,attack,https://pokeapi.co/api/v2/stat/2/,171,lanturn
58,0,defense,https://pokeapi.co/api/v2/stat/3/,171,lanturn
76,0,special-attack,https://pokeapi.co/api/v2/stat/4/,171,lanturn
76,0,special-defense,https://pokeapi.co/api/v2/stat/5/,171,lanturn
67,0,speed,https://pokeapi.co/api/v2/stat/6/,171,lanturn
55,0,hp,https://pokeapi.co/api/v2/stat/1/,176,togetic
40,0,attack,https://pokeapi.co/api/v2/stat/2/,176,togetic
85,0,defense,https://pokeapi.co/api/v2/stat/3/,176,togetic
80,0,special-attack,https://pokeapi.co/api/v2/stat/4/,176,togetic
105,2,special-defense,https://pokeapi.co/api/v2/stat/5/,176,togetic
40,0,speed,https://pokeapi.co/api/v2/stat/6/,176,togetic
90,0,hp,https://pokeapi.co/api/v2/stat/1/,210,granbull
120,2,attack,https://pokeapi.co/api/v2/stat/2/,210,granbull
75,0,defense,https://pokeapi.co/api/v2/stat/3/,210,granbull
60,0,special-attack,https://pokeapi.co/api/v2/stat/4/,210,granbull
60,0,special-defense,https://pokeapi.co/api/v2/stat/5/,210,granbull
45,0,speed,https://pokeapi.co/api/v2/stat/6/,210,granbull
70,0,hp,https://pokeapi.co/api/v2/stat/1/,212,scizor
130,2,attack,https://pokeapi.co/api/v2/stat/2/,212,scizor
100,0,defense,https://pokeapi.co/api/v2/stat/3/,212,scizor
55,0,special-attack,https://pokeapi.co/api/v2/stat/4/,212,scizor
80,0,special-defense,https://pokeapi.co/api/v2/stat/5/,212,scizor
65,0,speed,https://pokeapi.co/api/v2/stat/6/,212,scizor
70,0,hp,https://pokeapi.co/api/v2/stat/1/,10046,scizor-mega
150,2,attack,https://pokeapi.co/api/v2/stat/2/,10046,scizor-mega
140,0,defense,https://pokeapi.co/api/v2/stat/3/,10046,scizor-mega
65,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10046,scizor-mega
100,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10046,scizor-mega
75,0,speed,https://pokeapi.co/api/v2/stat/6/,10046,scizor-mega
90,0,hp,https://pokeapi.co/api/v2/stat/1/,217,ursaring
130,2,attack,https://pokeapi.co/api/v2/stat/2/,217,ursaring
75,0,defense,https://pokeapi.co/api/v2/stat/3/,217,ursaring
75,0,special-attack,https://pokeapi.co/api/v2/stat/4/,217,ursaring
75,0,special-defense,https://pokeapi.co/api/v2/stat/5/,217,ursaring
55,0,speed,https://pokeapi.co/api/v2/stat/6/,217,ursaring
60,0,hp,https://pokeapi.co/api/v2/stat/1/,219,magcargo
50,0,attack,https://pokeapi.co/api/v2/stat/2/,219,magcargo
120,2,defense,https://pokeapi.co/api/v2/stat/3/,219,magcargo
90,0,special-attack,https://pokeapi.co/api/v2/stat/4/,219,magcargo
80,0,special-defense,https://pokeapi.co/api/v2/stat/5/,219,magcargo
30,0,speed,https://pokeapi.co/api/v2/stat/6/,219,magcargo
100,1,hp,https://pokeapi.co/api/v2/stat/1/,221,piloswine
100,1,attack,https://pokeapi.co/api/v2/stat/2/,221,piloswine
80,0,defense,https://pokeapi.co/api/v2/stat/3/,221,piloswine
60,0,special-attack,https://pokeapi.co/api/v2/stat/4/,221,piloswine
60,0,special-defense,https://pokeapi.co/api/v2/stat/5/,221,piloswine
50,0,speed,https://pokeapi.co/api/v2/stat/6/,221,piloswine
75,0,hp,https://pokeapi.co/api/v2/stat/1/,224,octillery
105,1,attack,https://pokeapi.co/api/v2/stat/2/,224,octillery
75,0,defense,https://pokeapi.co/api/v2/stat/3/,224,octillery
105,1,special-attack,https://pokeapi.co/api/v2/stat/4/,224,octillery
75,0,special-defense,https://pokeapi.co/api/v2/stat/5/,224,octillery
45,0,speed,https://pokeapi.co/api/v2/stat/6/,224,octillery
65,0,hp,https://pokeapi.co/api/v2/stat/1/,227,skarmory
80,0,attack,https://pokeapi.co/api/v2/stat/2/,227,skarmory
140,2,defense,https://pokeapi.co/api/v2/stat/3/,227,skarmory
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,227,skarmory
70,0,special-defense,https://pokeapi.co/api/v2/stat/5/,227,skarmory
70,0,speed,https://pokeapi.co/api/v2/stat/6/,227,skarmory
65,0,hp,https://pokeapi.co/api/v2/stat/1/,10284,skarmory-mega
140,0,attack,https://pokeapi.co/api/v2/stat/2/,10284,skarmory-mega
110,0,defense,https://pokeapi.co/api/v2/stat/3/,10284,skarmory-mega
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,10284,skarmory-mega
100,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10284,skarmory-mega
110,0,speed,https://pokeapi.co/api/v2/stat/6/,10284,skarmory-mega
45,0,hp,https://pokeapi.co/api/v2/stat/1/,228,houndour
60,0,attack,https://pokeapi.co/api/v2/stat/2/,228,houndour
30,0,defense,https://pokeapi.co/api/v2/stat/3/,228,houndour
80,1,special-attack,https://pokeapi.co/api/v2/stat/4/,228,houndour
50,0,special-defense,https://pokeapi.co/api/v2/stat/5/,228,houndour
65,0,speed,https://pokeapi.co/api/v2/stat/6/,228,houndour
90,1,hp,https://pokeapi.co/api/v2/stat/1/,231,phanpy
60,0,attack,https://pokeapi.co/api/v2/stat/2/,231,phanpy
60,0,defense,https://pokeapi.co/api/v2/stat/3/,231,phanpy
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,231,phanpy
40,0,special-defense,https://pokeapi.co/api/v2/stat/5/,231,phanpy
40,0,speed,https://pokeapi.co/api/v2/stat/6/,231,phanpy
73,0,hp,https://pokeapi.co/api/v2/stat/1/,234,stantler
95,1,attack,https://pokeapi.co/api/v2/stat/2/,234,stantler
62,0,defense,https://pokeapi.co/api/v2/stat/3/,234,stantler
85,0,special-attack,https://pokeapi.co/api/v2/stat/4/,234,stantler
65,0,special-defense,https://pokeapi.co/api/v2/stat/5/,234,stantler
85,0,speed,https://pokeapi.co/api/v2/stat/6/,234,stantler
55,0,hp,https://pokeapi.co/api/v2/stat/1/,235,smeargle
20,0,attack,https://pokeapi.co/api/v2/stat/2/,235,smeargle
35,0,defense,https://pokeapi.co/api/v2/stat/3/,235,smeargle
20,0,special-attack,https://pokeapi.co/api/v2/stat/4/,235,smeargle
45,0,special-defense,https://pokeapi.co/api/v2/stat/5/,235,smeargle
75,1,speed,https://pokeapi.co/api/v2/stat/6/,235,smeargle
35,0,hp,https://pokeapi.co/api/v2/stat/1/,236,tyrogue
35,1,attack,https://pokeapi.co/api/v2/stat/2/,236,tyrogue
35,0,defense,https://pokeapi.co/api/v2/stat/3/,236,tyrogue
35,0,special-attack,https://pokeapi.co/api/v2/stat/4/,236,tyrogue
35,0,special-defense,https://pokeapi.co/api/v2/stat/5/,236,tyrogue
35,0,speed,https://pokeapi.co/api/v2/stat/6/,236,tyrogue
45,0,hp,https://pokeapi.co/api/v2/stat/1/,238,smoochum
30,0,attack,https://pokeapi.co/api/v2/stat/2/,238,smoochum
15,0,defense,https://pokeapi.co/api/v2/stat/3/,238,smoochum
85,1,special-attack,https://pokeapi.co/api/v2/stat/4/,238,smoochum
65,0,special-defense,https://pokeapi.co/api/v2/stat/5/,238,smoochum
65,0,speed,https://pokeapi.co/api/v2/stat/6/,238,smoochum
45,0,hp,https://pokeapi.co/api/v2/stat/1/,239,elekid
63,0,attack,https://pokeapi.co/api/v2/stat/2/,239,elekid
37,0,defense,https://pokeapi.co/api/v2/stat/3/,239,elekid
65,0,special-attack,https://pokeapi.co/api/v2/stat/4/,239,elekid
55,0,special-defense,https://pokeapi.co/api/v2/stat/5/,239,elekid
95,1,speed,https://pokeapi.co/api/v2/stat/6/,239,elekid
45,0,hp,https://pokeapi.co/api/v2/stat/1/,240,magby
75,0,attack,https://pokeapi.co/api/v2/stat/2/,240,magby
37,0,defense,https://pokeapi.co/api/v2/stat/3/,240,magby
70,0,special-attack,https://pokeapi.co/api/v2/stat/4/,240,magby
55,0,special-defense,https://pokeapi.co/api/v2/stat/5/,240,magby
83,1,speed,https://pokeapi.co/api/v2/stat/6/,240,magby
95,0,hp,https://pokeapi.co/api/v2/stat/1/,241,miltank
80,0,attack,https://pokeapi.co/api/v2/stat/2/,241,miltank
105,2,defense,https://pokeapi.co/api/v2/stat/3/,241,miltank
40,0,special-attack,https://pokeapi.co/api/v2/stat/4/,241,miltank
70,0,special-defense,https://pokeapi.co/api/v2/stat/5/,241,miltank
100,0,speed,https://pokeapi.co/api/v2/stat/6/,241,miltank
90,0,hp,https://pokeapi.co/api/v2/stat/1/,243,raikou
85,0,attack,https://pokeapi.co/api/v2/stat/2/,243,raikou
75,0,defense,https://pokeapi.co/api/v2/stat/3/,243,raikou
115,1,special-attack,https://pokeapi.co/api/v2/stat/4/,243,raikou
100,0,special-defense,https://pokeapi.co/api/v2/stat/5/,243,raikou
115,2,speed,https://pokeapi.co/api/v2/stat/6/,243,raikou
115,1,hp,https://pokeapi.co/api/v2/stat/1/,244,entei
115,2,attack,https://pokeapi.co/api/v2/stat/2/,244,entei
85,0,defense,https://pokeapi.co/api/v2/stat/3/,244,entei
90,0,special-attack,https://pokeapi.co/api/v2/stat/4/,244,entei
75,0,special-defense,https://pokeapi.co/api/v2/stat/5/,244,entei
100,0,speed,https://pokeapi.co/api/v2/stat/6/,244,entei
100,0,hp,https://pokeapi.co/api/v2/stat/1/,245,suicune
75,0,attack,https://pokeapi.co/api/v2/stat/2/,245,suicune
115,1,defense,https://pokeapi.co/api/v2/stat/3/,245,suicune
90,0,special-attack,https://pokeapi.co/api/v2/stat/4/,245,suicune
115,2,special-defense,https://pokeapi.co/api/v2/stat/5/,245,suicune
85,0,speed,https://pokeapi.co/api/v2/stat/6/,245,suicune
50,0,hp,https://pokeapi.co/api/v2/stat/1/,246,larvitar
64,1,attack,https://pokeapi.co/api/v2/stat/2/,246,larvitar
50,0,defense,https://pokeapi.co/api/v2/stat/3/,246,larvitar
45,0,special-attack,https://pokeapi.co/api/v2/stat/4/,246,larvitar
50,0,special-defense,https://pokeapi.co/api/v2/stat/5/,246,larvitar
41,0,speed,https://pokeapi.co/api/v2/stat/6/,246,larvitar
106,0,hp,https://pokeapi.co/api/v2/stat/1/,249,lugia
90,0,attack,https://pokeapi.co/api/v2/stat/2/,249,lugia
130,0,defense,https://pokeapi.co/api/v2/stat/3/,249,lugia
90,0,special-attack,https://pokeapi.co/api/v2/stat/4/,249,lugia
154,3,special-defense,https://pokeapi.co/api/v2/stat/5/,249,lugia
110,0,speed,https://pokeapi.co/api/v2/stat/6/,249,lugia
106,0,hp,https://pokeapi.co/api/v2/stat/1/,250,ho-oh
130,0,attack,https://pokeapi.co/api/v2/stat/2/,250,ho-oh
90,0,defense,https://pokeapi.co/api/v2/stat/3/,250,ho-oh
110,0,special-attack,https://pokeapi.co/api/v2/stat/4/,250,ho-oh
154,3,special-defense,https://pokeapi.co/api/v2/stat/5/,250,ho-oh
90,0,speed,https://pokeapi.co/api/v2/stat/6/,250,ho-oh
100,3,hp,https://pokeapi.co/api/v2/stat/1/,251,celebi
100,0,attack,https://pokeapi.co/api/v2/stat/2/,251,celebi
100,0,defense,https://pokeapi.co/api/v2/stat/3/,251,celebi
100,0,special-attack,https://pokeapi.co/api/v2/stat/4/,251,celebi
100,0,special-defense,https://pokeapi.co/api/v2/stat/5/,251,celebi
100,0,speed,https://pokeapi.co/api/v2/stat/6/,251,celebi
75,0,hp,https://pokeapi.co/api/v2/stat/1/,229,houndoom
90,0,attack,https://pokeapi.co/api/v2/stat/2/,229,houndoom
50,0,defense,https://pokeapi.co/api/v2/stat/3/,229,houndoom
110,2,special-attack,https://pokeapi.co/api/v2/stat/4/,229,houndoom
80,0,special-defense,https://pokeapi.co/api/v2/stat/5/,229,houndoom
95,0,speed,https://pokeapi.co/api/v2/stat/6/,229,houndoom
75,0,hp,https://pokeapi.co/api/v2/stat/1/,10048,houndoom-mega
90,0,attack,https://pokeapi.co/api/v2/stat/2/,10048,houndoom-mega
90,0,defense,https://pokeapi.co/api/v2/stat/3/,10048,houndoom-mega
140,2,special-attack,https://pokeapi.co/api/v2/stat/4/,10048,houndoom-mega
90,0,special-defense,https://pokeapi.co/api/v2/stat/5/,10048,houndoom-mega
115,0,speed,https://pokeapi.co/api/v2/stat/6/,10048,houndoom-mega
75,0,hp,https://pokeapi.co/api/v2/stat/1/,230,kingdra
95,1,attack,https://pokeapi.co/api/v2/stat/2/,230,kingdra
95,0,defense,https://pokeapi.co/api/v2/stat/3/,230,kingdra
95,1,special-attack,https://pokeapi.co/api/v2/stat/4/,230,kingdra
95,1,special-defense,https://pokeapi.co/api/v2/stat/5/,230,kingdra
85,0,speed,https://pokeapi.co/api/v2/stat/6/,230,kingdra
90,0,hp,https://pokeapi.co/api/v2/stat/1/,232,donphan
120,1,attack,https://pokeapi.co/api/v2/stat/2/,232,donphan
120,1,defense,https://pokeapi.co/api/v2/stat/3/,232,donphan
60,0,special-attack,https://pokeapi.co/api/v2/stat/4/,232,donphan
60,0,special-defense,https://pokeapi.co/api/v2/stat/5/,232,donphan
50,0,speed,https://pokeapi.co/api/v2/stat/6/,232,donphan
85,0,hp,https://pokeapi.co/api/v2/stat/1/,233,porygon2
80,0,attack,https://pokeapi.co/api/v2/stat/2/,233,porygon2
90,0,defense,https://pokeapi.co/api/v2/stat/3/,233,porygon2
105,2,special-attack,https://pokeapi.co/api/v2/stat/4/,233,porygon2
95,0,special-defense,https://pokeapi.co/api/v2/stat/5/,233,porygon2
60,0,speed,https://pokeapi.co/api/v2/stat/6/,233,porygon2
50,0,hp,https://pokeapi.co/api/v2/stat/1/,237,hitmontop
95,0,attack,https://pokeapi.co/api/v2/stat/2/,237,hitmontop
95,0,defense,https://pokeapi.co/api/v2/stat/3/,237,hitmontop
35,0,special-attack,https://pokeapi.co/api/v2/stat/4/,237,hitmontop
110,2,special-defense,https://pokeapi.co/api/v2/stat/5/,237,hitmontop
70,0,speed,https://pokeapi.co/api/v2/stat/6/,237,hitmontop
60,0,hp,https://pokeapi.co/api/v2/stat/1/,153,bayleef
62,0,attack,https://pokeapi.co/api/v2/stat/2/,153,bayleef
80,1,defense,https://pokeapi.co/api/v2/stat/3/,153,bayleef
63,0,special-attack,https://pokeapi.co/api/v2/stat/4/,153,bayleef
80,1,special-defense,https://pokeapi.co/api/v2/stat/5/,153,bayleef
60,0,speed,https://pokeapi.co/api/v2/stat/6/,153,bayleef
85,0,hp,https://pokeapi.co/api/v2/stat/1/,169,crobat
90,0,attack,https://pokeapi.co/api/v2/stat/2/,169,crobat
80,0,defense,https://pokeapi.co/api/v2/stat/3/,169,crobat
