is_default,pokemon_name,pokemon_url,id,name,is_baby,is_legendary,is_mythical,forms_switchable,has_gender_differences,gen,gen_url,BST
True,entei,https://pokeapi.co/api/v2/pokemon/244/,244,entei,False,True,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,580
True,suicune,https://pokeapi.co/api/v2/pokemon/245/,245,suicune,False,True,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,580
True,larvitar,https://pokeapi.co/api/v2/pokemon/246/,246,larvitar,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,300
True,lugia,https://pokeapi.co/api/v2/pokemon/249/,249,lugia,False,True,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,680
True,ho-oh,https://pokeapi.co/api/v2/pokemon/250/,250,ho-oh,False,True,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,680
True,celebi,https://pokeapi.co/api/v2/pokemon/251/,251,celebi,False,False,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,600
True,houndoom,https://pokeapi.co/api/v2/pokemon/229/,229,houndoom,False,False,False,True,True,generation-ii,https://pokeapi.co/api/v2/generation/2/,500
False,houndoom-mega,https://pokeapi.co/api/v2/pokemon/10048/,229,houndoom,False,False,False,True,True,,,600
True,kingdra,https://pokeapi.co/api/v2/pokemon/230/,230,kingdra,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,540
True,donphan,https://pokeapi.co/api/v2/pokemon/232/,232,donphan,False,False,False,False,True,generation-ii,https://pokeapi.co/api/v2/generation/2/,500
True,porygon2,https://pokeapi.co/api/v2/pokemon/233/,233,porygon2,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,515
True,hitmontop,https://pokeapi.co/api/v2/pokemon/237/,237,hitmontop,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,455
True,bayleef,https://pokeapi.co/api/v2/pokemon/153/,153,bayleef,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,405
True,crobat,https://pokeapi.co/api/v2/pokemon/169/,169,crobat,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,535
True,politoed,https://pokeapi.co/api/v2/pokemon/186/,186,politoed,False,False,False,False,True,generation-ii,https://pokeapi.co/api/v2/generation/2/,500
True,skiploom,https://pokeapi.co/api/v2/pokemon/188/,188,skiploom,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,340
True,jumpluff,https://pokeapi.co/api/v2/pokemon/189/,189,jumpluff,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,460
True,sunflora,https://pokeapi.co/api/v2/pokemon/192/,192,sunflora,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,425
True,quagsire,https://pokeapi.co/api/v2/pokemon/195/,195,quagsire,False,False,False,False,True,generation-ii,https://pokeapi.co/api/v2/generation/2/,430
True,mantine,https://pokeapi.co/api/v2/pokemon/226/,226,mantine,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,485
True,blissey,https://pokeapi.co/api/v2/pokemon/242/,242,blissey,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,540
True,pupitar,https://pokeapi.co/api/v2/pokemon/247/,247,pupitar,False,False,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,410
True,tyranitar,https://pokeapi.co/api/v2/pokemon/248/,248,tyranitar,False,False,False,True,False,generation-ii,https://pokeapi.co/api/v2/generation/2/,600
False,tyranitar-mega,https://pokeapi.co/api/v2/pokemon/10049/,248,tyranitar,False,False,False,True,False,,,700
True,milotic,https://pokeapi.co/api/v2/pokemon/350/,350,milotic,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,540
True,banette,https://pokeapi.co/api/v2/pokemon/354/,354,banette,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,455
False,banette-mega,https://pokeapi.co/api/v2/pokemon/10056/,354,banette,False,False,False,True,False,,,555
True,treecko,https://pokeapi.co/api/v2/pokemon/252/,252,treecko,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,310
True,torchic,https://pokeapi.co/api/v2/pokemon/255/,255,torchic,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,310
True,mudkip,https://pokeapi.co/api/v2/pokemon/258/,258,mudkip,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,310
True,poochyena,https://pokeapi.co/api/v2/pokemon/261/,261,poochyena,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,220
True,zigzagoon,https://pokeapi.co/api/v2/pokemon/263/,263,zigzagoon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,240
False,zigzagoon-galar,https://pokeapi.co/api/v2/pokemon/10174/,263,zigzagoon,False,False,False,False,False,,,240
True,wurmple,https://pokeapi.co/api/v2/pokemon/265/,265,wurmple,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,195
True,lotad,https://pokeapi.co/api/v2/pokemon/270/,270,lotad,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,220
True,seedot,https://pokeapi.co/api/v2/pokemon/273/,273,seedot,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,220
True,taillow,https://pokeapi.co/api/v2/pokemon/276/,276,taillow,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,270
True,wingull,https://pokeapi.co/api/v2/pokemon/278/,278,wingull,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,270
True,ralts,https://pokeapi.co/api/v2/pokemon/280/,280,ralts,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,198
True,surskit,https://pokeapi.co/api/v2/pokemon/283/,283,surskit,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,269
True,shroomish,https://pokeapi.co/api/v2/pokemon/285/,285,shroomish,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,295
True,slakoth,https://pokeapi.co/api/v2/pokemon/287/,287,slakoth,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,280
True,nincada,https://pokeapi.co/api/v2/pokemon/290/,290,nincada,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,266
True,whismur,https://pokeapi.co/api/v2/pokemon/293/,293,whismur,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,240
True,makuhita,https://pokeapi.co/api/v2/pokemon/296/,296,makuhita,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,237
True,azurill,https://pokeapi.co/api/v2/pokemon/298/,298,azurill,True,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,190
True,nosepass,https://pokeapi.co/api/v2/pokemon/299/,299,nosepass,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,375
True,skitty,https://pokeapi.co/api/v2/pokemon/300/,300,skitty,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,260
True,pelipper,https://pokeapi.co/api/v2/pokemon/279/,279,pelipper,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,440
True,kirlia,https://pokeapi.co/api/v2/pokemon/281/,281,kirlia,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,278
True,gardevoir,https://pokeapi.co/api/v2/pokemon/282/,282,gardevoir,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,518
False,gardevoir-mega,https://pokeapi.co/api/v2/pokemon/10051/,282,gardevoir,False,False,False,True,False,,,618
True,masquerain,https://pokeapi.co/api/v2/pokemon/284/,284,masquerain,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,454
True,breloom,https://pokeapi.co/api/v2/pokemon/286/,286,breloom,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,460
True,vigoroth,https://pokeapi.co/api/v2/pokemon/288/,288,vigoroth,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,440
True,slaking,https://pokeapi.co/api/v2/pokemon/289/,289,slaking,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,670
True,ninjask,https://pokeapi.co/api/v2/pokemon/291/,291,ninjask,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,456
True,shedinja,https://pokeapi.co/api/v2/pokemon/292/,292,shedinja,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,236
True,loudred,https://pokeapi.co/api/v2/pokemon/294/,294,loudred,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,360
True,exploud,https://pokeapi.co/api/v2/pokemon/295/,295,exploud,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,490
True,hariyama,https://pokeapi.co/api/v2/pokemon/297/,297,hariyama,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,474
True,sableye,https://pokeapi.co/api/v2/pokemon/302/,302,sableye,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,380
False,sableye-mega,https://pokeapi.co/api/v2/pokemon/10066/,302,sableye,False,False,False,True,False,,,480
True,mawile,https://pokeapi.co/api/v2/pokemon/303/,303,mawile,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,380
False,mawile-mega,https://pokeapi.co/api/v2/pokemon/10052/,303,mawile,False,False,False,True,False,,,480
True,aron,https://pokeapi.co/api/v2/pokemon/304/,304,aron,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,330
True,meditite,https://pokeapi.co/api/v2/pokemon/307/,307,meditite,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,280
True,electrike,https://pokeapi.co/api/v2/pokemon/309/,309,electrike,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,295
True,plusle,https://pokeapi.co/api/v2/pokemon/311/,311,plusle,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,405
True,minun,https://pokeapi.co/api/v2/pokemon/312/,312,minun,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,405
True,volbeat,https://pokeapi.co/api/v2/pokemon/313/,313,volbeat,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,430
True,illumise,https://pokeapi.co/api/v2/pokemon/314/,314,illumise,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,430
True,gulpin,https://pokeapi.co/api/v2/pokemon/316/,316,gulpin,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,302
True,carvanha,https://pokeapi.co/api/v2/pokemon/318/,318,carvanha,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,305
True,wailmer,https://pokeapi.co/api/v2/pokemon/320/,320,wailmer,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,400
True,numel,https://pokeapi.co/api/v2/pokemon/322/,322,numel,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,305
True,torkoal,https://pokeapi.co/api/v2/pokemon/324/,324,torkoal,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,470
True,spoink,https://pokeapi.co/api/v2/pokemon/325/,325,spoink,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,330
True,spinda,https://pokeapi.co/api/v2/pokemon/327/,327,spinda,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,360
True,trapinch,https://pokeapi.co/api/v2/pokemon/328/,328,trapinch,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,290
True,cacnea,https://pokeapi.co/api/v2/pokemon/331/,331,cacnea,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,335
True,swablu,https://pokeapi.co/api/v2/pokemon/333/,333,swablu,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,310
True,zangoose,https://pokeapi.co/api/v2/pokemon/335/,335,zangoose,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,458
True,seviper,https://pokeapi.co/api/v2/pokemon/336/,336,seviper,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,458
True,lunatone,https://pokeapi.co/api/v2/pokemon/337/,337,lunatone,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,460
True,solrock,https://pokeapi.co/api/v2/pokemon/338/,338,solrock,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,460
True,barboach,https://pokeapi.co/api/v2/pokemon/339/,339,barboach,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,288
True,corphish,https://pokeapi.co/api/v2/pokemon/341/,341,corphish,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,308
True,baltoy,https://pokeapi.co/api/v2/pokemon/343/,343,baltoy,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,300
True,lileep,https://pokeapi.co/api/v2/pokemon/345/,345,lileep,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,355
True,anorith,https://pokeapi.co/api/v2/pokemon/347/,347,anorith,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,355
True,feebas,https://pokeapi.co/api/v2/pokemon/349/,349,feebas,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,200
True,castform,https://pokeapi.co/api/v2/pokemon/351/,351,castform,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,420
False,castform-sunny,https://pokeapi.co/api/v2/pokemon/10013/,351,castform,False,False,False,True,False,,,420
False,castform-rainy,https://pokeapi.co/api/v2/pokemon/10014/,351,castform,False,False,False,True,False,,,420
False,castform-snowy,https://pokeapi.co/api/v2/pokemon/10015/,351,castform,False,False,False,True,False,,,420
True,kecleon,https://pokeapi.co/api/v2/pokemon/352/,352,kecleon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,440
True,shuppet,https://pokeapi.co/api/v2/pokemon/353/,353,shuppet,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,295
True,duskull,https://pokeapi.co/api/v2/pokemon/355/,355,duskull,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,295
True,tropius,https://pokeapi.co/api/v2/pokemon/357/,357,tropius,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,460
True,absol,https://pokeapi.co/api/v2/pokemon/359/,359,absol,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,465
False,absol-mega,https://pokeapi.co/api/v2/pokemon/10057/,359,absol,False,False,False,True,False,,,565
False,absol-mega-z,https://pokeapi.co/api/v2/pokemon/10307/,359,absol,False,False,False,True,False,,,565
True,wynaut,https://pokeapi.co/api/v2/pokemon/360/,360,wynaut,True,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,260
True,snorunt,https://pokeapi.co/api/v2/pokemon/361/,361,snorunt,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,300
True,spheal,https://pokeapi.co/api/v2/pokemon/363/,363,spheal,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,290
True,clamperl,https://pokeapi.co/api/v2/pokemon/366/,366,clamperl,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,345
True,relicanth,https://pokeapi.co/api/v2/pokemon/369/,369,relicanth,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,485
True,luvdisc,https://pokeapi.co/api/v2/pokemon/370/,370,luvdisc,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,330
True,bagon,https://pokeapi.co/api/v2/pokemon/371/,371,bagon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,300
True,beldum,https://pokeapi.co/api/v2/pokemon/374/,374,beldum,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,300
True,lairon,https://pokeapi.co/api/v2/pokemon/305/,305,lairon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,430
True,glalie,https://pokeapi.co/api/v2/pokemon/362/,362,glalie,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,480
False,glalie-mega,https://pokeapi.co/api/v2/pokemon/10074/,362,glalie,False,False,False,True,False,,,580
True,sealeo,https://pokeapi.co/api/v2/pokemon/364/,364,sealeo,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,410
True,walrein,https://pokeapi.co/api/v2/pokemon/365/,365,walrein,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,530
True,huntail,https://pokeapi.co/api/v2/pokemon/367/,367,huntail,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,485
True,gorebyss,https://pokeapi.co/api/v2/pokemon/368/,368,gorebyss,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,485
True,shelgon,https://pokeapi.co/api/v2/pokemon/372/,372,shelgon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,420
True,salamence,https://pokeapi.co/api/v2/pokemon/373/,373,salamence,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,600
False,salamence-mega,https://pokeapi.co/api/v2/pokemon/10089/,373,salamence,False,False,False,True,False,,,700
True,metang,https://pokeapi.co/api/v2/pokemon/375/,375,metang,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,420
True,regirock,https://pokeapi.co/api/v2/pokemon/377/,377,regirock,False,True,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,580
True,regice,https://pokeapi.co/api/v2/pokemon/378/,378,regice,False,True,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,580
True,registeel,https://pokeapi.co/api/v2/pokemon/379/,379,registeel,False,True,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,580
True,latias,https://pokeapi.co/api/v2/pokemon/380/,380,latias,False,True,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,600
False,latias-mega,https://pokeapi.co/api/v2/pokemon/10062/,380,latias,False,True,False,True,False,,,700
True,latios,https://pokeapi.co/api/v2/pokemon/381/,381,latios,False,True,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,600
False,latios-mega,https://pokeapi.co/api/v2/pokemon/10063/,381,latios,False,True,False,True,False,,,700
True,kyogre,https://pokeapi.co/api/v2/pokemon/382/,382,kyogre,False,True,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,670
False,kyogre-primal,https://pokeapi.co/api/v2/pokemon/10077/,382,kyogre,False,True,False,True,False,,,770
True,groudon,https://pokeapi.co/api/v2/pokemon/383/,383,groudon,False,True,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,670
False,groudon-primal,https://pokeapi.co/api/v2/pokemon/10078/,383,groudon,False,True,False,True,False,,,770
True,rayquaza,https://pokeapi.co/api/v2/pokemon/384/,384,rayquaza,False,True,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,680
False,rayquaza-mega,https://pokeapi.co/api/v2/pokemon/10079/,384,rayquaza,False,True,False,True,False,,,780
True,jirachi,https://pokeapi.co/api/v2/pokemon/385/,385,jirachi,False,False,True,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,600
True,deoxys-normal,https://pokeapi.co/api/v2/pokemon/386/,386,deoxys,False,False,True,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,600
False,deoxys-attack,https://pokeapi.co/api/v2/pokemon/10001/,386,deoxys,False,False,True,True,False,,,600
False,deoxys-defense,https://pokeapi.co/api/v2/pokemon/10002/,386,deoxys,False,False,True,True,False,,,600
False,deoxys-speed,https://pokeapi.co/api/v2/pokemon/10003/,386,deoxys,False,False,True,True,False,,,600
True,grovyle,https://pokeapi.co/api/v2/pokemon/253/,253,grovyle,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,405
True,sceptile,https://pokeapi.co/api/v2/pokemon/254/,254,sceptile,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,530
False,sceptile-mega,https://pokeapi.co/api/v2/pokemon/10065/,254,sceptile,False,False,False,True,False,,,630
True,combusken,https://pokeapi.co/api/v2/pokemon/256/,256,combusken,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,405
True,blaziken,https://pokeapi.co/api/v2/pokemon/257/,257,blaziken,False,False,False,True,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,530
False,blaziken-mega,https://pokeapi.co/api/v2/pokemon/10050/,257,blaziken,False,False,False,True,True,,,630
True,marshtomp,https://pokeapi.co/api/v2/pokemon/259/,259,marshtomp,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,405
True,swampert,https://pokeapi.co/api/v2/pokemon/260/,260,swampert,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,535
False,swampert-mega,https://pokeapi.co/api/v2/pokemon/10064/,260,swampert,False,False,False,True,False,,,635
True,mightyena,https://pokeapi.co/api/v2/pokemon/262/,262,mightyena,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,420
True,linoone,https://pokeapi.co/api/v2/pokemon/264/,264,linoone,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,420
False,linoone-galar,https://pokeapi.co/api/v2/pokemon/10175/,264,linoone,False,False,False,False,False,,,420
True,silcoon,https://pokeapi.co/api/v2/pokemon/266/,266,silcoon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,205
True,beautifly,https://pokeapi.co/api/v2/pokemon/267/,267,beautifly,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,395
True,cascoon,https://pokeapi.co/api/v2/pokemon/268/,268,cascoon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,205
True,dustox,https://pokeapi.co/api/v2/pokemon/269/,269,dustox,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,385
True,lombre,https://pokeapi.co/api/v2/pokemon/271/,271,lombre,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,340
True,ludicolo,https://pokeapi.co/api/v2/pokemon/272/,272,ludicolo,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,480
True,nuzleaf,https://pokeapi.co/api/v2/pokemon/274/,274,nuzleaf,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,340
True,shiftry,https://pokeapi.co/api/v2/pokemon/275/,275,shiftry,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,480
True,swellow,https://pokeapi.co/api/v2/pokemon/277/,277,swellow,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,455
True,delcatty,https://pokeapi.co/api/v2/pokemon/301/,301,delcatty,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,400
True,aggron,https://pokeapi.co/api/v2/pokemon/306/,306,aggron,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,530
False,aggron-mega,https://pokeapi.co/api/v2/pokemon/10053/,306,aggron,False,False,False,True,False,,,630
True,medicham,https://pokeapi.co/api/v2/pokemon/308/,308,medicham,False,False,False,True,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,410
False,medicham-mega,https://pokeapi.co/api/v2/pokemon/10054/,308,medicham,False,False,False,True,True,,,510
True,manectric,https://pokeapi.co/api/v2/pokemon/310/,310,manectric,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,475
False,manectric-mega,https://pokeapi.co/api/v2/pokemon/10055/,310,manectric,False,False,False,True,False,,,575
True,roselia,https://pokeapi.co/api/v2/pokemon/315/,315,roselia,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,400
True,swalot,https://pokeapi.co/api/v2/pokemon/317/,317,swalot,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,467
True,sharpedo,https://pokeapi.co/api/v2/pokemon/319/,319,sharpedo,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,460
False,sharpedo-mega,https://pokeapi.co/api/v2/pokemon/10070/,319,sharpedo,False,False,False,True,False,,,560
True,wailord,https://pokeapi.co/api/v2/pokemon/321/,321,wailord,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,500
True,camerupt,https://pokeapi.co/api/v2/pokemon/323/,323,camerupt,False,False,False,True,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,460
False,camerupt-mega,https://pokeapi.co/api/v2/pokemon/10087/,323,camerupt,False,False,False,True,True,,,560
True,grumpig,https://pokeapi.co/api/v2/pokemon/326/,326,grumpig,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,470
True,vibrava,https://pokeapi.co/api/v2/pokemon/329/,329,vibrava,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,340
True,flygon,https://pokeapi.co/api/v2/pokemon/330/,330,flygon,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,520
True,cacturne,https://pokeapi.co/api/v2/pokemon/332/,332,cacturne,False,False,False,False,True,generation-iii,https://pokeapi.co/api/v2/generation/3/,475
True,altaria,https://pokeapi.co/api/v2/pokemon/334/,334,altaria,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,490
False,altaria-mega,https://pokeapi.co/api/v2/pokemon/10067/,334,altaria,False,False,False,True,False,,,590
True,whiscash,https://pokeapi.co/api/v2/pokemon/340/,340,whiscash,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,468
True,crawdaunt,https://pokeapi.co/api/v2/pokemon/342/,342,crawdaunt,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,468
True,claydol,https://pokeapi.co/api/v2/pokemon/344/,344,claydol,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,500
True,cradily,https://pokeapi.co/api/v2/pokemon/346/,346,cradily,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,495
True,armaldo,https://pokeapi.co/api/v2/pokemon/348/,348,armaldo,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,495
True,dusclops,https://pokeapi.co/api/v2/pokemon/356/,356,dusclops,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,455
True,chimecho,https://pokeapi.co/api/v2/pokemon/358/,358,chimecho,False,False,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,455
False,chimecho-mega,https://pokeapi.co/api/v2/pokemon/10306/,358,chimecho,False,False,False,False,False,,,555
True,metagross,https://pokeapi.co/api/v2/pokemon/376/,376,metagross,False,False,False,True,False,generation-iii,https://pokeapi.co/api/v2/generation/3/,600
False,metagross-mega,https://pokeapi.co/api/v2/pokemon/10076/,376,metagross,False,False,False,True,False,,,700
True,turtwig,https://pokeapi.co/api/v2/pokemon/387/,387,turtwig,False,False,False,False,False,generation-iv,https://pokeapi.co/api/v2/generation/4/,318
True,chimchar,https://pokeapi.co/api/v2/pokemon/390/,390,chimchar,False,False,False,False,False,generation-iv,https://pokeapi.co/api/v2/generation/4/,309
True,piplup,https://pokeapi.co/api/v2/pokemon/393/,393,piplup,False,False,False,False,False,generation-iv,https://pokeapi.co/api/v2/generation/4/,314
True,starly,https://pokeapi.co/api/v2/pokemon/396/,396,starly,False,False,False,False,True,generation-iv,https://pokeapi.co/api/v2/generation/4/,245
