,is_default,pokemon_name,pokemon_url,id,name,is_baby,is_legendary,is_mythical,gen,gen_url
219,True,jynx,https://pokeapi.co/api/v2/pokemon/124/,124,jynx,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
220,True,electabuzz,https://pokeapi.co/api/v2/pokemon/125/,125,electabuzz,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
221,True,magmar,https://pokeapi.co/api/v2/pokemon/126/,126,magmar,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
222,True,gyarados,https://pokeapi.co/api/v2/pokemon/130/,130,gyarados,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
223,False,gyarados-mega,https://pokeapi.co/api/v2/pokemon/10041/,130,gyarados,False,False,False,,
224,True,vaporeon,https://pokeapi.co/api/v2/pokemon/134/,134,vaporeon,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
225,True,jolteon,https://pokeapi.co/api/v2/pokemon/135/,135,jolteon,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
226,True,flareon,https://pokeapi.co/api/v2/pokemon/136/,136,flareon,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
227,True,omastar,https://pokeapi.co/api/v2/pokemon/139/,139,omastar,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
228,True,kabutops,https://pokeapi.co/api/v2/pokemon/141/,141,kabutops,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
229,True,snorlax,https://pokeapi.co/api/v2/pokemon/143/,143,snorlax,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
230,False,snorlax-gmax,https://pokeapi.co/api/v2/pokemon/10206/,143,snorlax,False,False,False,,
231,True,dragonair,https://pokeapi.co/api/v2/pokemon/148/,148,dragonair,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
232,True,dragonite,https://pokeapi.co/api/v2/pokemon/149/,149,dragonite,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
233,False,dragonite-mega,https://pokeapi.co/api/v2/pokemon/10281/,149,dragonite,False,False,False,,
234,True,mew,https://pokeapi.co/api/v2/pokemon/151/,151,mew,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/
235,True,ivysaur,https://pokeapi.co/api/v2/pokemon/2/,2,ivysaur,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
236,True,golem,https://pokeapi.co/api/v2/pokemon/76/,76,golem,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/
237,False,golem-alola,https://pokeapi.co/api/v2/pokemon/10111/,76,golem,False,False,False,,
238,True,sudowoodo,https://pokeapi.co/api/v2/pokemon/185/,185,sudowoodo,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
239,True,chikorita,https://pokeapi.co/api/v2/pokemon/152/,152,chikorita,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
240,True,xatu,https://pokeapi.co/api/v2/pokemon/178/,178,xatu,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
241,True,flaaffy,https://pokeapi.co/api/v2/pokemon/180/,180,flaaffy,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
242,True,cyndaquil,https://pokeapi.co/api/v2/pokemon/155/,155,cyndaquil,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
243,True,ampharos,https://pokeapi.co/api/v2/pokemon/181/,181,ampharos,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
244,False,ampharos-mega,https://pokeapi.co/api/v2/pokemon/10045/,181,ampharos,False,False,False,,
245,True,bellossom,https://pokeapi.co/api/v2/pokemon/182/,182,bellossom,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
246,True,totodile,https://pokeapi.co/api/v2/pokemon/158/,158,totodile,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
247,True,marill,https://pokeapi.co/api/v2/pokemon/183/,183,marill,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
248,True,azumarill,https://pokeapi.co/api/v2/pokemon/184/,184,azumarill,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
249,True,sentret,https://pokeapi.co/api/v2/pokemon/161/,161,sentret,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
250,True,espeon,https://pokeapi.co/api/v2/pokemon/196/,196,espeon,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
251,True,hoothoot,https://pokeapi.co/api/v2/pokemon/163/,163,hoothoot,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
252,True,umbreon,https://pokeapi.co/api/v2/pokemon/197/,197,umbreon,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
253,True,ledyba,https://pokeapi.co/api/v2/pokemon/165/,165,ledyba,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
254,True,slowking,https://pokeapi.co/api/v2/pokemon/199/,199,slowking,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
255,False,slowking-galar,https://pokeapi.co/api/v2/pokemon/10172/,199,slowking,False,False,False,,
256,True,spinarak,https://pokeapi.co/api/v2/pokemon/167/,167,spinarak,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
257,True,wobbuffet,https://pokeapi.co/api/v2/pokemon/202/,202,wobbuffet,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
258,True,forretress,https://pokeapi.co/api/v2/pokemon/205/,205,forretress,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
259,True,chinchou,https://pokeapi.co/api/v2/pokemon/170/,170,chinchou,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
260,True,steelix,https://pokeapi.co/api/v2/pokemon/208/,208,steelix,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
261,False,steelix-mega,https://pokeapi.co/api/v2/pokemon/10072/,208,steelix,False,False,False,,
262,True,pichu,https://pokeapi.co/api/v2/pokemon/172/,172,pichu,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
263,True,cleffa,https://pokeapi.co/api/v2/pokemon/173/,173,cleffa,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
264,True,igglybuff,https://pokeapi.co/api/v2/pokemon/174/,174,igglybuff,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
265,True,togepi,https://pokeapi.co/api/v2/pokemon/175/,175,togepi,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
266,True,natu,https://pokeapi.co/api/v2/pokemon/177/,177,natu,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
267,True,mareep,https://pokeapi.co/api/v2/pokemon/179/,179,mareep,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
268,True,hoppip,https://pokeapi.co/api/v2/pokemon/187/,187,hoppip,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
269,True,aipom,https://pokeapi.co/api/v2/pokemon/190/,190,aipom,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
270,True,sunkern,https://pokeapi.co/api/v2/pokemon/191/,191,sunkern,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
271,True,yanma,https://pokeapi.co/api/v2/pokemon/193/,193,yanma,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
272,True,wooper,https://pokeapi.co/api/v2/pokemon/194/,194,wooper,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
273,False,wooper-paldea,https://pokeapi.co/api/v2/pokemon/10253/,194,wooper,False,False,False,,
274,True,murkrow,https://pokeapi.co/api/v2/pokemon/198/,198,murkrow,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
275,True,misdreavus,https://pokeapi.co/api/v2/pokemon/200/,200,misdreavus,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
276,True,unown,https://pokeapi.co/api/v2/pokemon/201/,201,unown,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
277,True,girafarig,https://pokeapi.co/api/v2/pokemon/203/,203,girafarig,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
278,True,pineco,https://pokeapi.co/api/v2/pokemon/204/,204,pineco,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
279,True,dunsparce,https://pokeapi.co/api/v2/pokemon/206/,206,dunsparce,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
280,True,gligar,https://pokeapi.co/api/v2/pokemon/207/,207,gligar,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
281,True,snubbull,https://pokeapi.co/api/v2/pokemon/209/,209,snubbull,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
282,True,qwilfish,https://pokeapi.co/api/v2/pokemon/211/,211,qwilfish,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
283,False,qwilfish-hisui,https://pokeapi.co/api/v2/pokemon/10234/,211,qwilfish,False,False,False,,
284,True,shuckle,https://pokeapi.co/api/v2/pokemon/213/,213,shuckle,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
285,True,heracross,https://pokeapi.co/api/v2/pokemon/214/,214,heracross,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
286,False,heracross-mega,https://pokeapi.co/api/v2/pokemon/10047/,214,heracross,False,False,False,,
287,True,sneasel,https://pokeapi.co/api/v2/pokemon/215/,215,sneasel,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
288,False,sneasel-hisui,https://pokeapi.co/api/v2/pokemon/10235/,215,sneasel,False,False,False,,
289,True,teddiursa,https://pokeapi.co/api/v2/pokemon/216/,216,teddiursa,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
290,True,slugma,https://pokeapi.co/api/v2/pokemon/218/,218,slugma,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
291,True,swinub,https://pokeapi.co/api/v2/pokemon/220/,220,swinub,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
292,True,corsola,https://pokeapi.co/api/v2/pokemon/222/,222,corsola,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
293,False,corsola-galar,https://pokeapi.co/api/v2/pokemon/10173/,222,corsola,False,False,False,,
294,True,remoraid,https://pokeapi.co/api/v2/pokemon/223/,223,remoraid,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
295,True,delibird,https://pokeapi.co/api/v2/pokemon/225/,225,delibird,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
296,True,meganium,https://pokeapi.co/api/v2/pokemon/154/,154,meganium,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
297,False,meganium-mega,https://pokeapi.co/api/v2/pokemon/10282/,154,meganium,False,False,False,,
298,True,quilava,https://pokeapi.co/api/v2/pokemon/156/,156,quilava,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
299,True,typhlosion,https://pokeapi.co/api/v2/pokemon/157/,157,typhlosion,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
300,False,typhlosion-hisui,https://pokeapi.co/api/v2/pokemon/10233/,157,typhlosion,False,False,False,,
301,True,croconaw,https://pokeapi.co/api/v2/pokemon/159/,159,croconaw,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
302,True,feraligatr,https://pokeapi.co/api/v2/pokemon/160/,160,feraligatr,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
303,False,feraligatr-mega,https://pokeapi.co/api/v2/pokemon/10283/,160,feraligatr,False,False,False,,
304,True,furret,https://pokeapi.co/api/v2/pokemon/162/,162,furret,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
305,True,noctowl,https://pokeapi.co/api/v2/pokemon/164/,164,noctowl,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
306,True,ledian,https://pokeapi.co/api/v2/pokemon/166/,166,ledian,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
307,True,ariados,https://pokeapi.co/api/v2/pokemon/168/,168,ariados,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
308,True,lanturn,https://pokeapi.co/api/v2/pokemon/171/,171,lanturn,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
309,True,togetic,https://pokeapi.co/api/v2/pokemon/176/,176,togetic,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
310,True,granbull,https://pokeapi.co/api/v2/pokemon/210/,210,granbull,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
311,True,scizor,https://pokeapi.co/api/v2/pokemon/212/,212,scizor,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
312,False,scizor-mega,https://pokeapi.co/api/v2/pokemon/10046/,212,scizor,False,False,False,,
313,True,ursaring,https://pokeapi.co/api/v2/pokemon/217/,217,ursaring,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
314,True,magcargo,https://pokeapi.co/api/v2/pokemon/219/,219,magcargo,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
315,True,piloswine,https://pokeapi.co/api/v2/pokemon/221/,221,piloswine,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
316,True,octillery,https://pokeapi.co/api/v2/pokemon/224/,224,octillery,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
317,True,skarmory,https://pokeapi.co/api/v2/pokemon/227/,227,skarmory,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
318,False,skarmory-mega,https://pokeapi.co/api/v2/pokemon/10284/,227,skarmory,False,False,False,,
319,True,houndour,https://pokeapi.co/api/v2/pokemon/228/,228,houndour,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
320,True,phanpy,https://pokeapi.co/api/v2/pokemon/231/,231,phanpy,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
321,True,stantler,https://pokeapi.co/api/v2/pokemon/234/,234,stantler,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
322,True,smeargle,https://pokeapi.co/api/v2/pokemon/235/,235,smeargle,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
323,True,tyrogue,https://pokeapi.co/api/v2/pokemon/236/,236,tyrogue,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
324,True,smoochum,https://pokeapi.co/api/v2/pokemon/238/,238,smoochum,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
325,True,elekid,https://pokeapi.co/api/v2/pokemon/239/,239,elekid,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
326,True,magby,https://pokeapi.co/api/v2/pokemon/240/,240,magby,True,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
327,True,miltank,https://pokeapi.co/api/v2/pokemon/241/,241,miltank,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
328,True,raikou,https://pokeapi.co/api/v2/pokemon/243/,243,raikou,False,True,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
329,True,entei,https://pokeapi.co/api/v2/pokemon/244/,244,entei,False,True,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
330,True,suicune,https://pokeapi.co/api/v2/pokemon/245/,245,suicune,False,True,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
331,True,larvitar,https://pokeapi.co/api/v2/pokemon/246/,246,larvitar,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
332,True,lugia,https://pokeapi.co/api/v2/pokemon/249/,249,lugia,False,True,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
333,True,ho-oh,https://pokeapi.co/api/v2/pokemon/250/,250,ho-oh,False,True,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
334,True,celebi,https://pokeapi.co/api/v2/pokemon/251/,251,celebi,False,False,True,generation-ii,https://pokeapi.co/api/v2/generation/2/
335,True,houndoom,https://pokeapi.co/api/v2/pokemon/229/,229,houndoom,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
336,False,houndoom-mega,https://pokeapi.co/api/v2/pokemon/10048/,229,houndoom,False,False,False,,
337,True,kingdra,https://pokeapi.co/api/v2/pokemon/230/,230,kingdra,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
338,True,donphan,https://pokeapi.co/api/v2/pokemon/232/,232,donphan,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
339,True,porygon2,https://pokeapi.co/api/v2/pokemon/233/,233,porygon2,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
340,True,hitmontop,https://pokeapi.co/api/v2/pokemon/237/,237,hitmontop,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
341,True,bayleef,https://pokeapi.co/api/v2/pokemon/153/,153,bayleef,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
342,True,crobat,https://pokeapi.co/api/v2/pokemon/169/,169,crobat,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
343,True,politoed,https://pokeapi.co/api/v2/pokemon/186/,186,politoed,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
344,True,skiploom,https://pokeapi.co/api/v2/pokemon/188/,188,skiploom,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
345,True,jumpluff,https://pokeapi.co/api/v2/pokemon/189/,189,jumpluff,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
346,True,sunflora,https://pokeapi.co/api/v2/pokemon/192/,192,sunflora,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
347,True,quagsire,https://pokeapi.co/api/v2/pokemon/195/,195,quagsire,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
348,True,mantine,https://pokeapi.co/api/v2/pokemon/226/,226,mantine,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
349,True,blissey,https://pokeapi.co/api/v2/pokemon/242/,242,blissey,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
350,True,pupitar,https://pokeapi.co/api/v2/pokemon/247/,247,pupitar,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
351,True,tyranitar,https://pokeapi.co/api/v2/pokemon/248/,248,tyranitar,False,False,False,generation-ii,https://pokeapi.co/api/v2/generation/2/
352,False,tyranitar-mega,https://pokeapi.co/api/v2/pokemon/10049/,248,tyranitar,False,False,False,,
353,True,milotic,https://pokeapi.co/api/v2/pokemon/350/,350,milotic,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
354,True,banette,https://pokeapi.co/api/v2/pokemon/354/,354,banette,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
355,False,banette-mega,https://pokeapi.co/api/v2/pokemon/10056/,354,banette,False,False,False,,
356,True,treecko,https://pokeapi.co/api/v2/pokemon/252/,252,treecko,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
357,True,torchic,https://pokeapi.co/api/v2/pokemon/255/,255,torchic,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
358,True,mudkip,https://pokeapi.co/api/v2/pokemon/258/,258,mudkip,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
359,True,poochyena,https://pokeapi.co/api/v2/pokemon/261/,261,poochyena,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
360,True,zigzagoon,https://pokeapi.co/api/v2/pokemon/263/,263,zigzagoon,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
361,False,zigzagoon-galar,https://pokeapi.co/api/v2/pokemon/10174/,263,zigzagoon,False,False,False,,
362,True,wurmple,https://pokeapi.co/api/v2/pokemon/265/,265,wurmple,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
363,True,lotad,https://pokeapi.co/api/v2/pokemon/270/,270,lotad,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
364,True,seedot,https://pokeapi.co/api/v2/pokemon/273/,273,seedot,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
365,True,taillow,https://pokeapi.co/api/v2/pokemon/276/,276,taillow,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
366,True,wingull,https://pokeapi.co/api/v2/pokemon/278/,278,wingull,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
367,True,ralts,https://pokeapi.co/api/v2/pokemon/280/,280,ralts,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
368,True,surskit,https://pokeapi.co/api/v2/pokemon/283/,283,surskit,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
369,True,shroomish,https://pokeapi.co/api/v2/pokemon/285/,285,shroomish,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
370,True,slakoth,https://pokeapi.co/api/v2/pokemon/287/,287,slakoth,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
371,True,nincada,https://pokeapi.co/api/v2/pokemon/290/,290,nincada,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
372,True,whismur,https://pokeapi.co/api/v2/pokemon/293/,293,whismur,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
373,True,makuhita,https://pokeapi.co/api/v2/pokemon/296/,296,makuhita,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
374,True,azurill,https://pokeapi.co/api/v2/pokemon/298/,298,azurill,True,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
375,True,nosepass,https://pokeapi.co/api/v2/pokemon/299/,299,nosepass,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
376,True,skitty,https://pokeapi.co/api/v2/pokemon/300/,300,skitty,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
377,True,pelipper,https://pokeapi.co/api/v2/pokemon/279/,279,pelipper,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
378,True,kirlia,https://pokeapi.co/api/v2/pokemon/281/,281,kirlia,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
379,True,gardevoir,https://pokeapi.co/api/v2/pokemon/282/,282,gardevoir,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
380,False,gardevoir-mega,https://pokeapi.co/api/v2/pokemon/10051/,282,gardevoir,False,False,False,,
381,True,masquerain,https://pokeapi.co/api/v2/pokemon/284/,284,masquerain,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
382,True,breloom,https://pokeapi.co/api/v2/pokemon/286/,286,breloom,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
383,True,vigoroth,https://pokeapi.co/api/v2/pokemon/288/,288,vigoroth,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
384,True,slaking,https://pokeapi.co/api/v2/pokemon/289/,289,slaking,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
385,True,ninjask,https://pokeapi.co/api/v2/pokemon/291/,291,ninjask,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
386,True,shedinja,https://pokeapi.co/api/v2/pokemon/292/,292,shedinja,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
387,True,loudred,https://pokeapi.co/api/v2/pokemon/294/,294,loudred,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
388,True,exploud,https://pokeapi.co/api/v2/pokemon/295/,295,exploud,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
389,True,hariyama,https://pokeapi.co/api/v2/pokemon/297/,297,hariyama,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
390,True,sableye,https://pokeapi.co/api/v2/pokemon/302/,302,sableye,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
391,False,sableye-mega,https://pokeapi.co/api/v2/pokemon/10066/,302,sableye,False,False,False,,
392,True,mawile,https://pokeapi.co/api/v2/pokemon/303/,303,mawile,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
393,False,mawile-mega,https://pokeapi.co/api/v2/pokemon/10052/,303,mawile,False,False,False,,
394,True,aron,https://pokeapi.co/api/v2/pokemon/304/,304,aron,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
395,True,meditite,https://pokeapi.co/api/v2/pokemon/307/,307,meditite,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
396,True,electrike,https://pokeapi.co/api/v2/pokemon/309/,309,electrike,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
397,True,plusle,https://pokeapi.co/api/v2/pokemon/311/,311,plusle,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
398,True,minun,https://pokeapi.co/api/v2/pokemon/312/,312,minun,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
399,True,volbeat,https://pokeapi.co/api/v2/pokemon/313/,313,volbeat,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
400,True,illumise,https://pokeapi.co/api/v2/pokemon/314/,314,illumise,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
401,True,gulpin,https://pokeapi.co/api/v2/pokemon/316/,316,gulpin,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
402,True,carvanha,https://pokeapi.co/api/v2/pokemon/318/,318,carvanha,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
403,True,wailmer,https://pokeapi.co/api/v2/pokemon/320/,320,wailmer,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
404,True,numel,https://pokeapi.co/api/v2/pokemon/322/,322,numel,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
405,True,torkoal,https://pokeapi.co/api/v2/pokemon/324/,324,torkoal,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
406,True,spoink,https://pokeapi.co/api/v2/pokemon/325/,325,spoink,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
407,True,spinda,https://pokeapi.co/api/v2/pokemon/327/,327,spinda,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
408,True,trapinch,https://pokeapi.co/api/v2/pokemon/328/,328,trapinch,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
409,True,cacnea,https://pokeapi.co/api/v2/pokemon/331/,331,cacnea,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
410,True,swablu,https://pokeapi.co/api/v2/pokemon/333/,333,swablu,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
411,True,zangoose,https://pokeapi.co/api/v2/pokemon/335/,335,zangoose,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
412,True,seviper,https://pokeapi.co/api/v2/pokemon/336/,336,seviper,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
413,True,lunatone,https://pokeapi.co/api/v2/pokemon/337/,337,lunatone,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
414,True,solrock,https://pokeapi.co/api/v2/pokemon/338/,338,solrock,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
415,True,barboach,https://pokeapi.co/api/v2/pokemon/339/,339,barboach,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
416,True,corphish,https://pokeapi.co/api/v2/pokemon/341/,341,corphish,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
417,True,baltoy,https://pokeapi.co/api/v2/pokemon/343/,343,baltoy,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
418,True,lileep,https://pokeapi.co/api/v2/pokemon/345/,345,lileep,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
419,True,anorith,https://pokeapi.co/api/v2/pokemon/347/,347,anorith,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
420,True,feebas,https://pokeapi.co/api/v2/pokemon/349/,349,feebas,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
421,True,castform,https://pokeapi.co/api/v2/pokemon/351/,351,castform,False,False,False,generation-iii,https://pokeapi.co/api/v2/generation/3/
