,is_default,pokemon_name,pokemon_url,id,name,is_baby,is_legendary,is_mythical,forms_switchable,has_gender_differences,gen,gen_url,BST
1012,False,minior-indigo,https://pokeapi.co/api/v2/pokemon/10141/,774,minior,False,False,False,False,False,,,500
1013,False,minior-violet,https://pokeapi.co/api/v2/pokemon/10142/,774,minior,False,False,False,False,False,,,500
1017,False,togedemaru-totem,https://pokeapi.co/api/v2/pokemon/10154/,777,togedemaru,False,False,False,False,False,,,435
1019,False,mimikyu-busted,https://pokeapi.co/api/v2/pokemon/10143/,778,mimikyu,False,False,False,False,False,,,476
1020,False,mimikyu-totem-disguised,https://pokeapi.co/api/v2/pokemon/10144/,778,mimikyu,False,False,False,False,False,,,476
1021,False,mimikyu-totem-busted,https://pokeapi.co/api/v2/pokemon/10145/,778,mimikyu,False,False,False,False,False,,,476
1024,False,drampa-mega,https://pokeapi.co/api/v2/pokemon/10302/,780,drampa,False,False,False,False,False,,,585
1040,False,necrozma-dusk,https://pokeapi.co/api/v2/pokemon/10155/,800,necrozma,False,True,False,False,False,,,680
1041,False,necrozma-dawn,https://pokeapi.co/api/v2/pokemon/10156/,800,necrozma,False,True,False,False,False,,,680
1042,False,necrozma-ultra,https://pokeapi.co/api/v2/pokemon/10157/,800,necrozma,False,True,False,False,False,,,754
1044,False,magearna-original,https://pokeapi.co/api/v2/pokemon/10147/,801,magearna,False,False,True,False,False,,,600
1045,False,magearna-mega,https://pokeapi.co/api/v2/pokemon/10317/,801,magearna,False,False,True,False,False,,,700
1046,False,magearna-original-mega,https://pokeapi.co/api/v2/pokemon/10318/,801,magearna,False,False,True,False,False,,,700
1052,False,zeraora-mega,https://pokeapi.co/api/v2/pokemon/10319/,807,zeraora,False,False,True,False,False,,,700
1057,False,kommo-o-totem,https://pokeapi.co/api/v2/pokemon/10146/,784,kommo-o,False,False,False,False,False,,,600
1063,False,melmetal-gmax,https://pokeapi.co/api/v2/pokemon/10208/,809,melmetal,False,False,True,False,False,,,600
1067,False,golisopod-mega,https://pokeapi.co/api/v2/pokemon/10316/,768,golisopod,False,False,False,False,False,,,630
1084,False,rillaboom-gmax,https://pokeapi.co/api/v2/pokemon/10209/,812,rillaboom,False,False,False,False,False,,,530
1087,False,cinderace-gmax,https://pokeapi.co/api/v2/pokemon/10210/,815,cinderace,False,False,False,False,False,,,530
1090,False,inteleon-gmax,https://pokeapi.co/api/v2/pokemon/10211/,818,inteleon,False,False,False,False,False,,,530
1094,False,corviknight-gmax,https://pokeapi.co/api/v2/pokemon/10212/,823,corviknight,False,False,False,False,False,,,495
1100,False,drednaw-gmax,https://pokeapi.co/api/v2/pokemon/10214/,834,drednaw,False,False,False,False,False,,,485
1104,False,coalossal-gmax,https://pokeapi.co/api/v2/pokemon/10215/,839,coalossal,False,False,False,False,False,,,510
1106,False,flapple-gmax,https://pokeapi.co/api/v2/pokemon/10216/,841,flapple,False,False,False,False,False,,,485
1109,False,cramorant-gulping,https://pokeapi.co/api/v2/pokemon/10182/,845,cramorant,False,False,False,False,False,,,475
1110,False,cramorant-gorging,https://pokeapi.co/api/v2/pokemon/10183/,845,cramorant,False,False,False,False,False,,,475
1120,False,falinks-mega,https://pokeapi.co/api/v2/pokemon/10303/,870,falinks,False,False,False,False,False,,,570
1125,False,eiscue-noice,https://pokeapi.co/api/v2/pokemon/10185/,875,eiscue,False,False,False,False,False,,,470
1127,False,indeedee-female,https://pokeapi.co/api/v2/pokemon/10186/,876,indeedee,False,False,False,False,True,,,475
1129,False,morpeko-hangry,https://pokeapi.co/api/v2/pokemon/10187/,877,morpeko,False,False,False,False,False,,,436
1136,False,duraludon-gmax,https://pokeapi.co/api/v2/pokemon/10225/,884,duraludon,False,False,False,False,False,,,535
1139,False,zacian-crowned,https://pokeapi.co/api/v2/pokemon/10188/,888,zacian,False,True,False,False,False,,,700
1141,False,zamazenta-crowned,https://pokeapi.co/api/v2/pokemon/10189/,889,zamazenta,False,True,False,False,False,,,700
1143,False,eternatus-eternamax,https://pokeapi.co/api/v2/pokemon/10190/,890,eternatus,False,True,False,False,False,,,1125
1146,False,zarude-dada,https://pokeapi.co/api/v2/pokemon/10192/,893,zarude,False,False,True,False,False,,,600
1152,False,calyrex-ice,https://pokeapi.co/api/v2/pokemon/10193/,898,calyrex,False,True,False,False,False,,,680
1153,False,calyrex-shadow,https://pokeapi.co/api/v2/pokemon/10194/,898,calyrex,False,True,False,False,False,,,680
1155,False,enamorus-therian,https://pokeapi.co/api/v2/pokemon/10249/,905,enamorus,False,True,False,True,False,,,580
1157,False,sandaconda-gmax,https://pokeapi.co/api/v2/pokemon/10218/,844,sandaconda,False,False,False,False,False,,,510
1160,False,toxtricity-low-key,https://pokeapi.co/api/v2/pokemon/10184/,849,toxtricity,False,False,False,False,False,,,502
1161,False,toxtricity-amped-gmax,https://pokeapi.co/api/v2/pokemon/10219/,849,toxtricity,False,False,False,False,False,,,502
1162,False,toxtricity-low-key-gmax,https://pokeapi.co/api/v2/pokemon/10228/,849,toxtricity,False,False,False,False,False,,,502
1164,False,centiskorch-gmax,https://pokeapi.co/api/v2/pokemon/10220/,851,centiskorch,False,False,False,False,False,,,525
1169,False,hatterene-gmax,https://pokeapi.co/api/v2/pokemon/10221/,858,hatterene,False,False,False,False,False,,,510
1178,False,alcremie-gmax,https://pokeapi.co/api/v2/pokemon/10223/,869,alcremie,False,False,False,False,False,,,495
1181,False,copperajah-gmax,https://pokeapi.co/api/v2/pokemon/10224/,879,copperajah,False,False,False,False,False,,,500
1185,False,urshifu-rapid-strike,https://pokeapi.co/api/v2/pokemon/10191/,892,urshifu,False,True,False,False,False,,,550
1186,False,urshifu-single-strike-gmax,https://pokeapi.co/api/v2/pokemon/10226/,892,urshifu,False,True,False,False,False,,,550
1187,False,urshifu-rapid-strike-gmax,https://pokeapi.co/api/v2/pokemon/10227/,892,urshifu,False,True,False,False,False,,,550
1191,False,basculegion-female,https://pokeapi.co/api/v2/pokemon/10248/,902,basculegion,False,False,False,True,True,,,530
1195,False,orbeetle-gmax,https://pokeapi.co/api/v2/pokemon/10213/,826,orbeetle,False,False,False,False,False,,,505
1197,False,appletun-gmax,https://pokeapi.co/api/v2/pokemon/10217/,842,appletun,False,False,False,False,False,,,485
1199,False,grimmsnarl-gmax,https://pokeapi.co/api/v2/pokemon/10222/,861,grimmsnarl,False,False,False,False,False,,,510
1201,False,ursaluna-bloodmoon,https://pokeapi.co/api/v2/pokemon/10272/,901,ursaluna,False,False,False,False,False,,,555
1215,False,oinkologne-female,https://pokeapi.co/api/v2/pokemon/10254/,916,oinkologne,False,False,False,False,True,,,489
1222,False,squawkabilly-blue-plumage,https://pokeapi.co/api/v2/pokemon/10260/,931,squawkabilly,False,False,False,False,False,,,417
1223,False,squawkabilly-yellow-plumage,https://pokeapi.co/api/v2/pokemon/10261/,931,squawkabilly,False,False,False,False,False,,,417
1224,False,squawkabilly-white-plumage,https://pokeapi.co/api/v2/pokemon/10262/,931,squawkabilly,False,False,False,False,False,,,417
1251,False,tatsugiri-droopy,https://pokeapi.co/api/v2/pokemon/10258/,978,tatsugiri,False,False,False,False,False,,,475
1252,False,tatsugiri-stretchy,https://pokeapi.co/api/v2/pokemon/10259/,978,tatsugiri,False,False,False,False,False,,,475
1253,False,tatsugiri-curly-mega,https://pokeapi.co/api/v2/pokemon/10322/,978,tatsugiri,False,False,False,False,False,,,575
1254,False,tatsugiri-droopy-mega,https://pokeapi.co/api/v2/pokemon/10323/,978,tatsugiri,False,False,False,False,False,,,575
1255,False,tatsugiri-stretchy-mega,https://pokeapi.co/api/v2/pokemon/10324/,978,tatsugiri,False,False,False,False,False,,,575
1272,False,maushold-family-of-three,https://pokeapi.co/api/v2/pokemon/10257/,925,maushold,False,False,False,False,False,,,470
1286,False,scovillain-mega,https://pokeapi.co/api/v2/pokemon/10320/,952,scovillain,False,False,False,False,False,,,586
1293,False,palafin-hero,https://pokeapi.co/api/v2/pokemon/10256/,964,palafin,False,False,False,False,False,,,650
1295,False,glimmora-mega,https://pokeapi.co/api/v2/pokemon/10321/,970,glimmora,False,False,False,False,False,,,625
1302,False,dudunsparce-three-segment,https://pokeapi.co/api/v2/pokemon/10255/,982,dudunsparce,False,False,False,False,False,,,520
1305,False,gimmighoul-roaming,https://pokeapi.co/api/v2/pokemon/10263/,999,gimmighoul,False,False,False,False,False,,,300
1313,False,koraidon-limited-build,https://pokeapi.co/api/v2/pokemon/10264/,1007,koraidon,False,True,False,False,False,,,670
1314,False,koraidon-sprinting-build,https://pokeapi.co/api/v2/pokemon/10265/,1007,koraidon,False,True,False,False,False,,,670
1315,False,koraidon-swimming-build,https://pokeapi.co/api/v2/pokemon/10266/,1007,koraidon,False,True,False,False,False,,,670
1316,False,koraidon-gliding-build,https://pokeapi.co/api/v2/pokemon/10267/,1007,koraidon,False,True,False,False,False,,,670
1318,False,miraidon-low-power-mode,https://pokeapi.co/api/v2/pokemon/10268/,1008,miraidon,False,True,False,False,False,,,670
1319,False,miraidon-drive-mode,https://pokeapi.co/api/v2/pokemon/10269/,1008,miraidon,False,True,False,False,False,,,670
1320,False,miraidon-aquatic-mode,https://pokeapi.co/api/v2/pokemon/10270/,1008,miraidon,False,True,False,False,False,,,670
1321,False,miraidon-glide-mode,https://pokeapi.co/api/v2/pokemon/10271/,1008,miraidon,False,True,False,False,False,,,670
1329,False,ogerpon-wellspring-mask,https://pokeapi.co/api/v2/pokemon/10273/,1017,ogerpon,False,True,False,False,False,,,550
1330,False,ogerpon-hearthflame-mask,https://pokeapi.co/api/v2/pokemon/10274/,1017,ogerpon,False,True,False,False,False,,,550
1331,False,ogerpon-cornerstone-mask,https://pokeapi.co/api/v2/pokemon/10275/,1017,ogerpon,False,True,False,False,False,,,550
1337,False,terapagos-terastal,https://pokeapi.co/api/v2/pokemon/10276/,1024,terapagos,False,True,False,False,False,,,600
1338,False,terapagos-stellar,https://pokeapi.co/api/v2/pokemon/10277/,1024,terapagos,False,True,False,False,False,,,700
1345,False,baxcalibur-mega,https://pokeapi.co/api/v2/pokemon/10325/,998,baxcalibur,False,False,False,False,False,,,700
